"id","target","split","video_path","max_risk_score","mean_risk_score","p90_risk_score","frames_scored","frames_above_threshold","fraction_above_threshold","first_false_alert_time","top_risk_timestamp","top_risk_score","top_prob_class_2","top_prob_class_3","risk_segments_above_threshold","longest_segment_seconds","frames_above_0_5","fraction_above_0_5","frames_above_0_64","fraction_above_0_64","suggested_error_type","manual_error_type","notes"
"01599","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01599.mp4","0.7613183259963989","0.6397989936816839","0.6796554923057556","81","48","0.5925925925925926","5.0","7.0","0.7613183259963989","0.2407998442649841","0.5205184817314148","8","11.5","80","0.9876543209876543","48","0.5925925925925926","unknown","traffic_density","Urban narrow road with many nearby parked/moving vehicles and partial side occlusions."
"01283","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01283.mp4","0.846711277961731","0.6115497597833959","0.7844672203063965","82","37","0.45121951219512196","0.0","29.0","0.846711277961731","0.2168869078159332","0.6298243403434753","6","10.5","62","0.7560975609756098","37","0.45121951219512196","unknown","night_or_low_quality","Night congested traffic; close leading vehicle and strong brake-light reflections."
"01242","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01242.mp4","0.7853136658668518","0.4636646419027705","0.7035113573074341","81","33","0.4074074074074074","0.0","16.5","0.7853136658668518","0.1528292298316955","0.6324844360351562","4","14.0","39","0.48148148148148145","33","0.4074074074074074","unknown","close_vehicle_no_collision","Daylight multi-lane traffic with close vehicles ahead and on adjacent lanes."
"01581","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01581.mp4","0.7644559741020203","0.6144145399699976","0.7015641927719116","81","31","0.38271604938271603","0.5","37.0","0.7644559741020203","0.2276336699724197","0.5368223190307617","8","5.0","75","0.9259259259259259","31","0.38271604938271603","unknown","traffic_density","Dense night urban traffic with multiple nearby vehicles and brake lights."
"01114","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01114.mp4","0.7719459533691406","0.539887582820453","0.7368439197540283","89","30","0.33707865168539325","12.5","37.5","0.7719459533691406","0.2038476169109344","0.5680983066558838","9","3.5","56","0.6292134831460674","30","0.33707865168539325","unknown","night_or_low_quality","Low-light stop-and-go traffic with close leading vehicles."
"01365","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01365.mp4","0.7681658864021301","0.549513930523837","0.7456479668617249","81","25","0.30864197530864196","19.0","24.0","0.7681658864021301","0.2145263403654098","0.5536395311355591","1","12.0","48","0.5925925925925926","25","0.30864197530864196","unknown","night_or_low_quality","Dusk/night highway traffic with close leading vehicle and brake lights."
"01271","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01271.mp4","0.7364875078201294","0.4628884004957882","0.7038056254386902","81","20","0.24691358024691357","8.0","28.5","0.7364875078201294","0.1644838601350784","0.5720036625862122","5","2.5","40","0.49382716049382713","20","0.24691358024691357","unknown","",""
"01959","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01959.mp4","0.7708702683448792","0.5287069796044149","0.6722942590713501","81","18","0.2222222222222222","21.0","31.0","0.7708702683448792","0.2740972340106964","0.4967730343341827","4","3.0","49","0.6049382716049383","18","0.2222222222222222","unknown","close_vehicle_no_collision","Highway scene with close adjacent/front vehicles and degraded visual quality."
"01072","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01072.mp4","0.8155674934387207","0.5275101832237589","0.6831354856491089","83","16","0.1927710843373494","3.5","22.0","0.8155674934387207","0.1964884549379348","0.619079053401947","8","2.0","50","0.6024096385542169","16","0.1927710843373494","unknown","night_or_low_quality","Night highway traffic with close vehicle in adjacent lane and leading traffic."
"01711","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01711.mp4","0.7333558797836304","0.5031309672343878","0.6869832277297974","81","14","0.1728395061728395","11.0","21.5","0.7333558797836304","0.1655609756708145","0.567794919013977","4","4.5","42","0.5185185185185185","14","0.1728395061728395","unknown","traffic_density","Night urban street with close leading vehicle, parked cars, and strong brake lights."
